"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c"
"a1WWE000004whyM2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 002","LQ36225200","","Customer onboarding documentation and verification requirements","true","true","7587.0","2043.8","4079.0","4233.0","7423.85","5104.44","9493.39","LAYOUT_001_2","50.1054","103.7754","182.0017","125.1395","-189.7769","49.8946","232.7382","-7741.0","2035.2"
"a1WWE000004whyQ2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 006","QB48687112","","Automated credit analysis and risk assessment parameters","false","true","2096.0","2099.74","1814.0","7154.0","934.31","3210.8","2411.97","LAYOUT_001_6","115.7519","394.3771","51.5055","177.0011","-409.9228","-15.7519","132.9642","-7436.0","-285.74"
"a1WWE0000057g3C2AQ","005al00000RVcKvAAL","false","Mixed-Use Development Phase 2","a0F4G2H8J6K9L1M5","","Phase 2 budget for mixed-use retail and residential development on Elm Avenue","true","false","310000.0","4200000.0","5500000.0","3890000.0","3400000.0","275000.0","525000.0","P1S4U7W9Z2B5D8F3H6","76.3636","70.7273","61.8182","5.0","23.6364","23.6364","9.5455","1300000.0","1300000.0"
"a1WWE000004whyT2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 009","OI09976655","","Regulatory compliance monitoring and reporting setup","false","false","5052.16","2457.52","7187.0","1123.0","3062.82","280.79","8865.15","SCREEN_001_9","34.194","15.6254","42.6161","3.9069","14.0788","65.806","123.3498","1011.84","4729.48"
"a1WWE000004whyU2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 010","FP20116050","","Customer onboarding documentation and verification requirements","false","true","4774.0","3143.62","7686.0","3704.0","7684.54","4332.03","4459.85","SECTION_001_10","40.9006","48.1915","99.981","56.3626","-10.3044","59.0994","58.0256","-792.0","4542.38"
"a1WWE000004whyR2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 007","AN46812341","","Financial covenant monitoring and exception handling rules","false","true","4236.0","3480.76","5920.0","4593.0","2028.37","4167.77","5100.63","SECTION_001_7","58.7966","77.5845","34.263","70.4015","-49.1385","41.2034","86.1593","-2909.0","2439.24"
"a1WWE0000057g3D2AQ","005al00000RVcKvAAL","false","Residential Renovation Template","a0C3D8L7N5X2T9M4","","Standard template for residential renovation loan budgets","false","true","0.0","350000.0","350000.0","0.0","225000.0","30000.0","95000.0","V2J6H9L4F8B3C7D1Y5","100.0","0.0","64.2857","8.5714","100.0","0.0","27.1429","350000.0","0.0"
"a1WWE0000057g3E2AQ","005al00000RVcKvAAL","false","Commercial Office Build-Out Template","a0B7X000007pS3A","a1WWE0000057g3F2AQ","Reusable template for commercial office build-out budgets applicable to Class A and Class B office spaces.","false","true","0.0","0.0","900000.0","0.0","600000.0","75000.0","225000.0","V6M3K8R1T4P9N2X7Q","0.0","0.0","66.6667","8.3333","100.0","100.0","25.0","900000.0","900000.0"
"a1WWE000004whyO2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 004","MA62716621","","Standard configuration for loan processing workflow","false","true","9614.23","7993.97","7375.0","7338.0","1651.93","9823.17","3730.4","VIEW_001_4","108.3928","99.4983","22.3991","133.1955","-129.8607","-8.3928","50.5817","-9577.23","-618.97"
"a1WWE000004whyS2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 008","MI03625270","","Relationship management and cross-sell opportunity identification","true","false","5957.0","9795.6","3631.0","5254.0","3399.51","1882.99","3624.13","VIEW_001_8","269.7769","144.6984","93.6246","51.8587","-208.7579","-169.7769","99.8108","-7580.0","-6164.6"
"a1WWE0000057g3F2AQ","005al00000RVcKvAAL","false","Residential Development Template","a0B7X000004mP8W","a1WWE0000057g382AA","Standard template for residential development budgets used across single-family and multi-family projects.","false","true","0.0","0.0","500000.0","0.0","350000.0","25000.0","125000.0","W5L8N3Q7R2T9M4X1P","0.0","0.0","70.0","5.0","100.0","100.0","25.0","500000.0","500000.0"
"a1WWE000004whyN2AQ","005al00000RVcKvAAL","false","LLC BI  Budget Record 003","HP64524077","","Automated credit analysis and risk assessment parameters","false","false","6293.0","592.26","6442.0","7858.0","9639.32","7962.16","3792.83","WIDGET_001_3","9.1937","121.9808","149.6324","123.5976","-119.6678","90.8063","58.8766","-7709.0","5849.74"
"a1WWE000004zw3O2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHT82AM","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a254S0000006XjdQAE","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTI2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254S0000006XjeQAE","","","","","","","","0.0","0.0"
"a1WWE000004zHTT2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254S0000006XjfQAE","","","","","","","","0.0","0.0"
"a1WWE000004zHT82AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254S0000006XjgQAE","","","","","","","","0.0","0.0"
"a1WWE000004zw3P2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHT92AM","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a254W000002ZgNyQAK","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTJ2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002ZgNzQAK","","","","","","","","0.0","0.0"
"a1WWE000004zHTU2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002ZgO0QAK","","","","","","","","0.0","0.0"
"a1WWE000004zHT92AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002ZgO1QAK","","","","","","","","0.0","0.0"
"a1WWE000004zw3Q2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHTA2A2","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a254W000002i4CnQAI","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTK2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002i4CoQAI","","","","","","","","0.0","0.0"
"a1WWE000004zHTV2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002i4CpQAI","","","","","","","","0.0","0.0"
"a1WWE000004zHTA2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a254W000002i4CqQAI","","","","","","","","0.0","0.0"
"a1WWE000004zw3S2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHTC2A2","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a255f000001fQo3AAE","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTM2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a255f000001fQo4AAE","","","","","","","","0.0","0.0"
"a1WWE000004zHTX2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a255f000001fQo5AAE","","","","","","","","0.0","0.0"
"a1WWE000004zHTC2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a255f000001fQo6AAE","","","","","","","","0.0","0.0"
"a1WWE000004zw3R2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHTB2A2","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a258c000003SSUTAA4","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTL2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a258c000003SSUUAA4","","","","","","","","0.0","0.0"
"a1WWE000004zHTW2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a258c000003SSUVAA4","","","","","","","","0.0","0.0"
"a1WWE000004zHTB2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a258c000003SSUWAA4","","","","","","","","0.0","0.0"
"a1WWE0000050F9J2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE0000050F9M2AU","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25Ho000002VAh2IAG","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE0000050F9K2AU","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000002VAh3IAG","","","","","","","","0.0","0.0"
"a1WWE0000050F9L2AU","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000002VAh4IAG","","","","","","","","0.0","0.0"
"a1WWE0000050F9M2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000002VAh5IAG","","","","","","","","0.0","0.0"
"a1WWE000004zw3T2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHTD2A2","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25Ho000003PYydIAG","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTN2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyeIAG","","","","","","","","0.0","0.0"
"a1WWE000004zHTY2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyfIAG","","","","","","","","0.0","0.0"
"a1WWE000004zHTD2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYygIAG","","","","","","","","0.0","0.0"
"a1WWE000004zw3U2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHT32AM","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25Hu000005tejWIAQ","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTO2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejXIAQ","","","","","","","","0.0","0.0"
"a1WWE000004zHTZ2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejYIAQ","","","","","","","","0.0","0.0"
"a1WWE000004zHT32AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejZIAQ","","","","","","","","0.0","0.0"
"a1WWE000004inAn2AI","005al00000Q6IbCAAV","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25al000006EurhAAC","","","","","","","","0.0","0.0"
"a1WWE000004inAo2AI","005al00000Q6IbCAAV","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25al000006EuriAAC","","","","","","","","0.0","0.0"
"a1WWE000004inAp2AI","005al00000Q6IbCAAV","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25al000006EurjAAC","","","","","","","","0.0","0.0"
"a1WWE000004zw3b2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWE000004zHTh2AM","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","a25bn000002bxRNAAY","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWE000004zHTi2AM","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25bn000002bxROAAY","","","","","","","","0.0","0.0"
"a1WWE000004zHTj2AM","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRPAAY","","","","","","","","0.0","0.0"
"a1WWE000004zHTh2AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRQAAY","","","","","","","","0.0","0.0"
"a1WWE000004zw3J2AQ","005al00000RVcKvAAL","false","Budget for the Construction of a Walgreens","","a1WWE000004zHTa2AM","This budget is for the construction of a Walgreens.","false","false","128999.99","1500000.0","1500000.0","0.0","0.0","1500000.0","0.0","dm3tvpla1o7g4whico","100.0","0.0","0.0","100.0","91.4","0.0","0.0","1371000.01","0.0"
"a1WWE000004zw3Y2AQ","005al00000RVcKvAAL","false","Stark Construction Loan Budget","","a1WWE000004zHTa2AM","","true","false","0.0","51150.0","2500000.0","2150.0","0.0","51150.0","0.0","ffw63azh7kgn5nrn4v","2.046","0.086","0.0","2.046","99.914","97.954","0.0","2497850.0","2448850.0"
"a1WWE000004zHTd2AM","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","m47rwh80tij7dno12c","","","","","","","","0.0","0.0"
"a1WWE000004zHTg2AM","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","noumsrsw8zvk9qpfuj","","","","","","","","0.0","0.0"
"a1WWE000004zw3X2AQ","005al00000RVcKvAAL","false","Maple Construction Loan Budget","","a1WWE000004zHTa2AM","","false","false","0.0","8150.0","1850000.0","1650.0","0.0","8150.0","0.0","nw7nlfncuclo988ede","0.4405","0.0892","0.0","0.4405","99.9108","99.5595","0.0","1848350.0","1841850.0"
"a1WWE000004zw3K2AQ","005al00000RVcKvAAL","false","Budget for the Construction of a Warehouse","","a1WWE000004zHTa2AM","This budget is for the construction of a warehouse_AgVantis","false","false","250.0","932612.0","1500000.0","150.0","539462.0","285000.0","108150.0","t2mxuxi14ydm4lfqkv","62.1741","0.01","35.9641","19.0","99.9733","37.8259","7.21","1499600.0","567388.0"
"a1WWE000004zHTe2AM","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","t9fuq012tnzadfit8v","","","","","","","","0.0","0.0"
"a1WWE000004zHTa2AM","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","Metzger is using this as a budget template_4","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","x93i7svko56i9otrvj","","","","","","","","0.0","0.0"
"a1WWE000004zHTb2AM","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","z2hxx1clp02cxmb4ba","","","","","","","","0.0","0.0"
