"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Remaining__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c"
"a1WWD000002iH7I2AU","005al00000RVvFOAA1","false","Budget-2","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42698341788999811","","","","0.0","0.0","0.0"
"a1WWD000002iBLP2A2","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:20:49.000Z","005al00000RVvFOAA1","2026-07-20T18:20:49.000Z","","","","FN17800615","","Automated credit analysis and risk assessment parameters","true","false","528.26","0.0","240.0066","-429.8294","100.0","-783.45","0.0","182.27","437.46","182.27","42701421856090136","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002i7GH2AY","005al00000RVcKvAAL","false","a1WWD000002VhE5","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42706460601736850","","","","0.0","0.0","0.0"
"a1WWD000002iH4I2AU","005al00000RVcKvAAL","false","a1WWD000002VbAR","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42717329295845986","","","","0.0","0.0","0.0"
"a1WWD000002iH2f2AE","005al00000RVcKvAAL","false","a1WWD000002Vaz0","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42718712121512166","","","","0.0","0.0","0.0"
"a1WWD000002iH5h2AE","005al00000RVcKvAAL","false","a1WWD000002VhEA","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42723938924236791","","","","0.0","0.0","0.0"
"a1WWD000002iH472AE","005al00000RVcKvAAL","false","a1WWD000002Vb0c","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH2f2AE","","false","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42725564153679640","","","","0.0","0.0","0.0"
"a1WWD000002iH102AE","005al00000RVcKvAAL","false","a1WWD000002VOhg","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","","a1WWD000002iBLQ2A2","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42729224529975750","","","","0.0","0.0","0.0"
"a1WWD000002iGwE2AU","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42733685110282543","","","","0.0","0.0","0.0"
"a1WWD000002iAsD2AU","005al00000RVvFOAA1","false","RS budget 12","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42747788292289601","","","","0.0","0.0","0.0"
"a1WWD000002iH7G2AU","005al00000RVvFOAA1","false","new 102","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42756814010300512","","","","0.0","0.0","0.0"
"a1WWD000002iBLH2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template5","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42764710424037363","","","","0.0","0.0","0.0"
"a1WWD000002iH2W2AU","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42765852179292539","","","","0.0","0.0","0.0"
"a1WWD000002iH7H2AU","005al00000RVvFOAA1","false","Budget-1","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42774566451762339","","","","0.0","0.0","0.0"
"a1WWD000002iH5i2AE","005al00000RVcKvAAL","false","a1WWD000002VhFd","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002i7GD2AY","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42801859330589551","","","","0.0","0.0","0.0"
"a1WWD000002iAsR2AU","005al00000RVvFOAA1","false","semi annual budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42803096663066142","","","","0.0","0.0","0.0"
"a1WWD000002iH7T2AU","005al00000RVvFOAA1","false","RS budget 6","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42806665069512802","","","","0.0","0.0","0.0"
"a1WWD000002iH162AE","005al00000RVcKvAAL","false","a1WWD000002VOzR","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","YH98223195","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42815380156726425","","","","0.0","0.0","0.0"
"a1WWD000002iAsK2AU","005al00000RVvFOAA1","false","TrainingBudget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","50.0","0.0","100.0","50.0","50.0","25.0","50.0","0.0","25.0","42816171803932625","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iAsE2AU","005al00000RVvFOAA1","false","RS budget `1","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","0.0","0.0","100.0","100.0","425.0","0.0","425.0","0.0","425.0","42825193374177769","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iAsB2AU","005al00000RVvFOAA1","false","Product budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","888.3011","1000.3052","-900.3052","-788.3011","-8850.0","8732.0","983.0","9833.0","-7749.0","42826301128788663","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH2b2AE","005al00000RVcKvAAL","false","a1WWD000002Vayw","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42836764412461649","","","","0.0","0.0","0.0"
"a1WWD000002i7G72AI","005al00000RVcKvAAL","false","a1WWD000002VbDZ","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH4K2AU","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42842444749214791","","","","0.0","0.0","0.0"
"a1WWD000002iH5g2AE","005al00000RVcKvAAL","false","a1WWD000002VhE9","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42849423403693477","","","","0.0","0.0","0.0"
"a1WWD000002iH152AE","005al00000RVcKvAAL","false","a1WWD000002VOzQ","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","TW46447427","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42850567572121386","","","","0.0","0.0","0.0"
"a1WWD000002iGzT2AU","005al00000RVvFOAA1","false","New Budgets","2026-07-20T18:18:07.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","","","","","a1WWD000002iGzH2AU","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","42857882419607219","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iGwF2AU","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template - Update01","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","","","","","a1WWD000002iGw02AE","Test Description","false","false","2000.0","1.0","0.6","99.0","99.0","495000.0","5000.0","500000.0","3000.0","495000.0","42861041786945068","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002i7GG2AY","005al00000RVcKvAAL","false","a1WWD000002VhE4","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42865465804026689","","","","0.0","0.0","0.0"
"a1WWD000002iH0p2AE","005al00000RVcKvAAL","false","LLC BI  Budget 003-c93a45","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","TU99365171","","Document collection and verification workflow settings","true","true","798.47","20.1208","2.8516","6.1806","79.8792","54.25","176.61","877.75","25.03","701.14","42884051743245851","74.9507","106.4734","80.81","657.88","934.57","709.31"
"a1WWD000002iAsG2AU","005al00000RVvFOAA1","false","Sales budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","8.8774","303.7726","-203.7726","91.1226","-20039.0","873.0","9834.0","29873.0","8961.0","42890263054632906","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH5f2AE","005al00000RVcKvAAL","false","a1WWD000002VhE8","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42896360914697650","","","","0.0","0.0","0.0"
"a1WWD000002iH0o2AE","005al00000RVcKvAAL","false","LLC BI  Budget 002-0912e8","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","SM91256929","","Automated credit analysis and risk assessment parameters","true","true","766.02","125.9187","111.3581","-129.1874","-25.9187","-839.86","818.61","650.11","723.95","-168.5","42906724195661294","153.3987","74.4074","18.6568","997.26","483.73","121.29"
"a1WWD000002iH2c2AE","005al00000RVcKvAAL","false","a1WWD000002Vayx","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42910354844880066","","","","0.0","0.0","0.0"
"a1WWD000002iH4C2AU","005al00000RVcKvAAL","false","a1WWD000002VbAL","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42914065314251867","","","","0.0","0.0","0.0"
"a1WWD000002iH2S2AU","005al00000RVcKvAAL","false","a1WWD000002VOzV","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","WP26485737","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42930497813564315","","","","0.0","0.0","0.0"
"a1WWD000002iAsF2AU","005al00000RVvFOAA1","false","Revenue Budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","7384.0","","","","","-9571.0","983.0","0.0","2187.0","-983.0","42932763487803675","","","","0.0","0.0","0.0"
"a1WWD000002iAsN2AU","005al00000RVvFOAA1","false","new annual budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42938810070504468","","","","0.0","0.0","0.0"
"a1WWD000002iGwG2AU","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42940878705367836","","","","0.0","0.0","0.0"
"a1WWD000002iH5j2AE","005al00000RVcKvAAL","false","a1WWD000002VhFe","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002i7GE2AY","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42941077502706918","","","","0.0","0.0","0.0"
"a1WWD000002iH482AE","005al00000RVcKvAAL","false","a1WWD000002Vb0d","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH2g2AE","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42946490564447878","","","","0.0","0.0","0.0"
"a1WWD000002iH7P2AU","005al00000RVvFOAA1","false","RS budget 2","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","76534.0","","","","","-84168.0","543.0","0.0","7634.0","-543.0","42946799466293940","","","","0.0","0.0","0.0"
"a1WWD000002iH7U2AU","005al00000RVvFOAA1","false","Budgets-01","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","Updated the Rec","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42948902820320891","","","","0.0","0.0","0.0"
"a1WWD000002i7G12AI","005al00000RVcKvAAL","false","a1WWD000002VbDT","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH4E2AU","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42958149075835304","","","","0.0","0.0","0.0"
"a1WWD000002iAsJ2AU","005al00000RVvFOAA1","false","Sreekar StartUp","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","Sreekar Budget to start a new Business StartUp","true","false","0.0","50.0","0.0","100.0","50.0","10000.0","5000.0","10000.0","0.0","5000.0","42961264666946633","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH7M2AU","005al00000RVvFOAA1","false","commit2","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42961897742652840","","","","0.0","0.0","0.0"
"a1WWD000002iH432AE","005al00000RVcKvAAL","false","a1WWD000002Vb0Y","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH2b2AE","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42962117481714857","","","","0.0","0.0","0.0"
"a1WWD000002iH5v2AE","005al00000RVvFOAA1","false","RS budget 98","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","","","true","false","0.0","62.963","79.6296","20.3704","37.037","11.0","34.0","54.0","43.0","20.0","42979086029548205","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iBLF2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template3","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42984688909463711","","","","0.0","0.0","0.0"
"a1WWD000002i7Fy2AI","005al00000RVcKvAAL","false","a1WWD000002VbAU","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:20:51.000Z","005al00000RVvFOAA1","2026-07-20T18:20:51.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42985499350495303","","","","0.0","0.0","0.0"
"a1WWD000002iH2P2AU","005al00000RVcKvAAL","false","a1WWD000002VOzS","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","YO00221433","","","false","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42988856412672904","","","","0.0","0.0","0.0"
"a1WWD000002i7GE2AY","005al00000RVcKvAAL","false","a1WWD000002VhE2","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42989618271552844","","","","0.0","0.0","0.0"
"a1WWD000002iH4B2AU","005al00000RVcKvAAL","false","a1WWD000002Vb0g","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH412AE","","false","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42992726209793826","","","","0.0","0.0","0.0"
"a1WWD000002iH462AE","005al00000RVcKvAAL","false","a1WWD000002Vb0b","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH2e2AE","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42996508357610585","","","","0.0","0.0","0.0"
"a1WWD000002iGxZ2AU","005al00000RVvFOAA1","false","Construction of Warehouse","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:20:09.000Z","005al00000RVvFOAA1","2026-07-20T18:20:09.000Z","","","","","a1WWD000002iFGm2AM","Commercial construction budget for building and parking construction.","false","false","429300.0","57.3125","6.4333","64.9467","42.6875","974201.0","859688.0","1500000.0","96499.0","640312.0","5km030j6y3dyzx7o4o","32.1025","20.4667","4.7433","481538.0","307000.0","71150.0"
"a1WWD000002iGxa2AE","005al00000RVvFOAA1","false","Budget for the Construction of a Walgreens","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:20:09.000Z","005al00000RVvFOAA1","2026-07-20T18:20:09.000Z","","","","","a1WWD000002iFGm2AM","This budget is for the construction of a Walgreens.","false","false","5000.0","100.0","6.4333","93.2333","0.0","1398500.01","1500000.0","1500000.0","96499.99","0.0","96amx8tcv25dm4l1n8","0.0","100.0","0.0","0.0","1500000.0","0.0"
"a1WWD000002iGxb2AE","005al00000RVvFOAA1","false","Swimming Pool Construction Budget Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:20:09.000Z","005al00000RVvFOAA1","2026-07-20T18:20:09.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","96gcetgjg69r55mb72","","","","0.0","0.0","0.0"
"a1WWD000002iH8t2AE","005al00000RVcKvAAL","false","Construction Budget - Phase 1","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","a0B5f000001XYZAB","a1WWD000002iH8x2AE","Primary construction budget for the downtown commercial development project, Phase 1 buildout.","true","false","125000.0","87.5","65.0","22.5","12.5","225000.0","875000.0","1000000.0","650000.0","125000.0","BDG0001","72.0","3.0","25.0","720000.0","30000.0","250000.0"
"a1WWD000002iH8u2AE","005al00000RVcKvAAL","false","Renovation Budget Template","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","a0B5f000002ABCDE","","Standard template for residential renovation loan budgets.","false","true","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","BDG0002","70.0","5.0","25.0","350000.0","25000.0","125000.0"
"a1WWD000002iH8v2AE","005al00000RVcKvAAL","false","Warehouse Expansion Budget","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","","a1WWD000002iH8w2AE","Budget for the industrial warehouse expansion at the Northside logistics park.","true","false","340000.0","81.1111","54.4444","26.6667","18.8889","480000.0","1460000.0","1800000.0","980000.0","340000.0","BDG0003","75.0","2.7778","22.2222","1350000.0","50000.0","400000.0"
"a1WWD000002iH8w2AE","005al00000RVcKvAAL","false","Mixed-Use Development Template","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","a0B5f000003FGHIJ","a1WWD000002iH8x2AE","Template budget for mixed-use retail and residential development projects.","false","true","0.0","0.0","0.0","100.0","100.0","2500000.0","0.0","2500000.0","0.0","2500000.0","BDG0004","72.0","4.0","24.0","1800000.0","100000.0","600000.0"
"a1WWD000002iH8x2AE","005al00000RVcKvAAL","false","Office Renovation - Suite 400","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","a0B5f000002ABCDE","","Budget for tenant improvement renovation of Suite 400 in the Maple Street office complex.","true","false","45000.0","86.1538","60.0","26.1538","13.8462","85000.0","280000.0","325000.0","195000.0","45000.0","BDG0005","69.2308","4.6154","26.1538","225000.0","15000.0","85000.0"
"a1WWD000002iH8y2AE","005al00000RVcKvAAL","false","Construction Budget 2024","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","a0B5f000001XYZW","","Annual construction project budget for commercial building renovation","true","false","45000.0","62.5","33.75","62.5","37.5","750000.0","750000.0","1200000.0","405000.0","450000.0","BDG001","70.8333","4.1667","25.0","850000.0","50000.0","300000.0"
"a1WWD000002iH8z2AE","005al00000RVcKvAAL","false","Residential Development Template","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","","","Standard template for residential development loan budgets","false","true","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","BDG002","70.0","5.0","25.0","350000.0","25000.0","125000.0"
"a1WWD000002iH902AE","005al00000RVcKvAAL","false","Office Renovation Q3","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","a0B5f000002ABCD","","Budget for third quarter office space renovation in downtown district","true","false","120000.0","58.4615","23.0769","58.4615","41.5385","380000.0","380000.0","650000.0","150000.0","270000.0","BDG003","64.6154","4.6154","30.7692","420000.0","30000.0","200000.0"
"a1WWD000002iH912AE","005al00000RVcKvAAL","false","Mixed-Use Property Budget","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","","","Budget allocation for mixed-use property development including retail and apartments","true","false","275000.0","53.5714","36.6071","53.5714","46.4286","1500000.0","1500000.0","2800000.0","1025000.0","1300000.0","BDG004","67.8571","3.5714","28.5714","1900000.0","100000.0","800000.0"
"a1WWD000002iH922AE","005al00000RVcKvAAL","false","Small Business Loan Template","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","","","Template budget for small business improvement loan disbursements","false","true","0.0","0.0","0.0","100.0","100.0","150000.0","0.0","150000.0","0.0","150000.0","BDG005","63.3333","10.0","26.6667","95000.0","15000.0","40000.0"
"a1WWD000002iH932AE","005al00000RVcKvAAL","false","Commercial Renovation Budget","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","","a1WWD000002iH962AE","Budget for the downtown commercial renovation project including all phases of construction and finishing.","true","false","45000.0","64.0","55.0","36.0","36.0","180000.0","320000.0","500000.0","275000.0","180000.0","BDG_001","42.0","5.0","17.0","210000.0","25000.0","85000.0"
